Registrant,Money,Foreign_Agency,Num_Reg,Year,Country,Year2,
"Nickles Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201501,Taiwan,2015,
"Nickles Group, LLC ",80000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201502,Taiwan,2015,
"Nickles Group, LLC ",160000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201601,Taiwan,2016,
"Nickles Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201602,Taiwan,2016,
"Nickles Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201701,Taiwan,2017,
"Nickles Group, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201702,Taiwan,2017,
Orion Strategies LLC ,78000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201101,Taiwan,2011,
Orion Strategies LLC ,52000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201102,Taiwan,2011,
Orion Strategies LLC ,105000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201201,Taiwan,2012,
Orion Strategies LLC ,60000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201202,Taiwan,2012,
Orion Strategies LLC ,90000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201301,Taiwan,2013,
Orion Strategies LLC ,60000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201302,Taiwan,2013,
Orion Strategies LLC ,105000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5437,201401,Taiwan,2014,
"Park Strategies, LLC ",122355.33,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5908,201101,Taiwan,2011,
"Park Strategies, LLC ",124677.75,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5908,201102,Taiwan,2011,
"Park Strategies, LLC ",125725.72,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5908,201201,Taiwan,2012,
"Park Strategies, LLC ",121560.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5908,201202,Taiwan,2012,
"Park Strategies, LLC ",140835.60,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5908,201301,Taiwan,2013,
"Pillsbury Winthrop Shaw Pittman, LLP ",30000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5198,201101,Taiwan,2011,
"Pillsbury Winthrop Shaw Pittman, LLP ",100000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5198,201102,Taiwan,2011,
"Pillsbury Winthrop Shaw Pittman, LLP ",109983.33,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5198,201201,Taiwan,2012,
"Rosemont Associates, LLC ",90000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5668,201101,Taiwan,2011,
"Rosemont Associates, LLC ",75249.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5668,201102,Taiwan,2011,
"Rosemont Associates, LLC ",75360.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5668,201201,Taiwan,2012,
Taiwan Democratic Progressive Party Mission in the U.S. ,50000.00,Democratic Progressive Party ,6187,201302,Taiwan,2013,
Taiwan Democratic Progressive Party Mission in the U.S. ,119005.84,Democratic Progressive Party ,6187,201401,Taiwan,2014,
Taiwan Democratic Progressive Party Mission in the U.S. ,147303.51,Democratic Progressive Party ,6187,201402,Taiwan,2014,
Taiwan Democratic Progressive Party Mission in the U.S. ,98824.45,Democratic Progressive Party ,6187,201501,Taiwan,2015,
Taiwan Democratic Progressive Party Mission in the U.S. ,164636.32,Democratic Progressive Party ,6187,201502,Taiwan,2015,
Taiwan Democratic Progressive Party Mission in the U.S. ,160892.28,Democratic Progressive Party ,6187,201601,Taiwan,2016,
Taiwan Democratic Progressive Party Mission in the U.S. ,107545.14,Democratic Progressive Party ,6187,201602,Taiwan,2016,
Taiwan Democratic Progressive Party Mission in the U.S. ,136036.94,Democratic Progressive Party ,6187,201701,Taiwan,2017,
Taiwan Democratic Progressive Party Mission in the U.S. ,126318.73,Democratic Progressive Party ,6187,201702,Taiwan,2017,
Taiwan Trade Center New York Inc ,469000.00,Taiwan External Trade Development Council (TAITRA) ,3652,201502,Taiwan,2015,
Taiwan Trade Center New York Inc. ,279592.98,Taiwan External Trade Development Council (TAITRA) ,3652,201101,Taiwan,2011,
Taiwan Trade Center New York Inc. ,508540.85,Taiwan External Trade Development Council (TAITRA) ,3652,201102,Taiwan,2011,
Taiwan Trade Center New York Inc. ,302629.84,Taiwan External Trade Development Council (TAITRA) ,3652,201201,Taiwan,2012,
Taiwan Trade Center New York Inc. ,533784.85,Taiwan External Trade Development Council (TAITRA) ,3652,201202,Taiwan,2012,
Taiwan Trade Center New York Inc. ,524562.25,Taiwan External Trade Development Council (TAITRA) ,3652,201301,Taiwan,2013,
Taiwan Trade Center New York Inc. ,264818.75,Taiwan External Trade Development Council (TAITRA) ,3652,201302,Taiwan,2013,
Taiwan Trade Center New York Inc. ,240707.13,Taiwan External Trade Development Council (TAITRA) ,3652,201401,Taiwan,2014,
Taiwan Trade Center New York Inc. ,785717.98,Taiwan External Trade Development Council (TAITRA) ,3652,201402,Taiwan,2014,
Taiwan Trade Center New York Inc. ,364279.00,Taiwan External Trade Development Council (TAITRA) ,3652,201501,Taiwan,2015,
Taiwan Trade Center New York Inc. ,985000.00,Taiwan External Trade Development Council (TAITRA) ,3652,201602,Taiwan,2016,
Taiwan Trade Center New York Inc. ,404400.00,Taiwan External Trade Development Council (TAITRA) ,3652,201701,Taiwan,2017,
Taiwan Trade Center New York Inc. ,169646.00,Taiwan External Trade Development Council (TAITRA) ,3652,201702,Taiwan,2017,
"Western Hemisphere Strategies, LLC ",90000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201202,Taiwan,2012,
"Western Hemisphere Strategies, LLC ",93000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201301,Taiwan,2013,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201302,Taiwan,2013,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201401,Taiwan,2014,
"Western Hemisphere Strategies, LLC ",72000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201402,Taiwan,2014,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201501,Taiwan,2015,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201502,Taiwan,2015,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201601,Taiwan,2016,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201602,Taiwan,2016,
"Western Hemisphere Strategies, LLC ",90000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201701,Taiwan,2017,
"Western Hemisphere Strategies, LLC ",108000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6086,201702,Taiwan,2017,
Manufactured Imports and Investment Promotion Organization (MIPRO) ,221652.86,Manufactured Imports and Investment Promotion Organization (MIPRO) ,3196,201702,Japan,2017,
Manufactured Imports and Investment Promotion Organization (MIPRO) ,221652.86,Manufactured Imports and Investment Promotion Organization (MIPRO) ,3196,201701,Japan,2017,
"Mercury Public Affairs, LLC ",54780.90,Okinawa Prefecture Government of Japan,6170,201702,Japan,2017,
"Okinawa Prefecture DC Office, Inc. ",54750.00,Okinawa Prefecture Government of Japan,6332,201702,Japan,2017,
"Mercury Public Affairs, LLC ",54780.90,Okinawa Prefecture Government of Japan,6170,201701,Japan,2017,
"Okinawa Prefecture DC Office, Inc.",54750.00,Okinawa Prefecture Government of Japan,6332,201701,Japan,2017,
"Hill and Knowlton Strategies, LLC",27670.47,Tokyo Electric Power Company (TEPCO) ,3301,201701,Japan,2017,
"Hill and Knowlton Strategies, LLC ",23553.83,Tokyo Electric Power Company (TEPCO) ,3301,201702,Japan,2017,
,,,,,,,
,,,,,,,"3,176,878.50"
